Time Period Benchmark Comparison,Header,Date,BM1,BM1Return,Consolidated,ConsolidatedReturn
Time Period Benchmark Comparison,Data,05/06/21,VT,0.661793757,Consolidated,0.270436051
Time Period Benchmark Comparison,Data,05/07/21,VT,0.942007654,Consolidated,0.688655611
Time Period Benchmark Comparison,Data,05/10/21,VT,-1.010984738,Consolidated,-1.093050763
Time Period Benchmark Comparison,Data,05/11/21,VT,-0.874005696,Consolidated,1.34114271
Time Period Benchmark Comparison,Data,05/12/21,VT,-2.159698831,Consolidated,-1.647401143
Time Period Benchmark Comparison,Data,05/13/21,VT,0.931551235,Consolidated,0.526519116
Time Period Benchmark Comparison,Data,05/14/21,VT,1.615168539,Consolidated,1.63928093
Time Period Benchmark Comparison,Data,05/17/21,VT,-0.197452858,Consolidated,0.231485976
Time Period Benchmark Comparison,Data,05/18/21,VT,-0.178059155,Consolidated,0.04495876
Time Period Benchmark Comparison,Data,05/19/21,VT,-0.525220494,Consolidated,-0.243173616
Time Period Benchmark Comparison,Data,05/20/21,VT,1.145646543,Consolidated,0.748653579
Time Period Benchmark Comparison,Data,05/21/21,VT,-0.137890279,Consolidated,0.505830997
Time Period Benchmark Comparison,Data,05/24/21,VT,0.798895355,Consolidated,0.56539126
Time Period Benchmark Comparison,Data,05/25/21,VT,0.019569472,Consolidated,-0.314796809
Time Period Benchmark Comparison,Data,05/26/21,VT,0.244570534,Consolidated,0.508057608
Time Period Benchmark Comparison,Data,05/27/21,VT,0.146384308,Consolidated,0.208912305
Time Period Benchmark Comparison,Data,05/28/21,VT,0.282595985,Consolidated,-0.216589201
Time Period Benchmark Comparison,Data,05/31/21,VT,0,Consolidated,-0.02499167
Time Period Benchmark Comparison,Data,06/01/21,VT,0.378971917,Consolidated,-0.155204356
Time Period Benchmark Comparison,Data,06/02/21,VT,0.145208132,Consolidated,0.820372468
Time Period Benchmark Comparison,Data,06/03/21,VT,-0.550990817,Consolidated,-0.354644081
Time Period Benchmark Comparison,Data,06/04/21,VT,0.952566096,Consolidated,0.353887684
Time Period Benchmark Comparison,Data,06/07/21,VT,0.067398421,Consolidated,0.131071596
Time Period Benchmark Comparison,Data,06/08/21,VT,-0.028865583,Consolidated,-0.01322685
Time Period Benchmark Comparison,Data,06/09/21,VT,-0.259865255,Consolidated,-0.274099539
Time Period Benchmark Comparison,Data,06/10/21,VT,0.492135482,Consolidated,0.056715551
Time Period Benchmark Comparison,Data,06/11/21,VT,0.182446706,Consolidated,0.173466039
Time Period Benchmark Comparison,Data,06/14/21,VT,0.172529474,Consolidated,-0.125064187
Time Period Benchmark Comparison,Data,06/15/21,VT,-0.200937709,Consolidated,-0.476662972
Time Period Benchmark Comparison,Data,06/16/21,VT,-0.651965484,Consolidated,-0.104188309
Time Period Benchmark Comparison,Data,06/17/21,VT,-0.260567458,Consolidated,-0.221651301
Time Period Benchmark Comparison,Data,06/18/21,VT,-1.480406386,Consolidated,-0.925380712
Time Period Benchmark Comparison,Data,06/21/21,VT,1.369966608,Consolidated,1.000144841
Time Period Benchmark Comparison,Data,06/22/21,VT,0.253139908,Consolidated,1.702310946
Time Period Benchmark Comparison,Data,06/23/21,VT,-0.145673497,Consolidated,0.175160056
Time Period Benchmark Comparison,Data,06/24/21,VT,0.729430072,Consolidated,0.536516456
Time Period Benchmark Comparison,Data,06/25/21,VT,0.395867529,Consolidated,0.507676066
Time Period Benchmark Comparison,Data,06/28/21,VT,-0.105789575,Consolidated,0.134677641
Time Period Benchmark Comparison,Data,06/29/21,VT,0.019254838,Consolidated,-0.304772988
Time Period Benchmark Comparison,Data,06/30/21,VT,-0.269515834,Consolidated,0.294901947
Time Period Benchmark Comparison,Data,07/01/21,VT,0.366759965,Consolidated,-0.00276786
Time Period Benchmark Comparison,Data,07/02/21,VT,0.423117607,Consolidated,-0.255153561
Time Period Benchmark Comparison,Data,07/05/21,VT,0,Consolidated,-0.003122155
Time Period Benchmark Comparison,Data,07/06/21,VT,-0.507516997,Consolidated,-0.475648155
Time Period Benchmark Comparison,Data,07/07/21,VT,0.250240616,Consolidated,-0.145815719
Time Period Benchmark Comparison,Data,07/08/21,VT,-1.142473118,Consolidated,-0.655684357
Time Period Benchmark Comparison,Data,07/09/21,VT,1.476158104,Consolidated,0.936631759
Time Period Benchmark Comparison,Data,07/12/21,VT,0.239257345,Consolidated,-0.20208327
Time Period Benchmark Comparison,Data,07/13/21,VT,-0.467825091,Consolidated,-0.474515416
Time Period Benchmark Comparison,Data,07/14/21,VT,0.076738609,Consolidated,-0.346844534
Time Period Benchmark Comparison,Data,07/15/21,VT,-0.431323684,Consolidated,-0.358496338
Time Period Benchmark Comparison,Data,07/16/21,VT,-0.770119369,Consolidated,-1.003623706
Time Period Benchmark Comparison,Data,07/19/21,VT,-1.51338766,Consolidated,-0.846955039
Time Period Benchmark Comparison,Data,07/20/21,VT,1.201733649,Consolidated,1.068282027
Time Period Benchmark Comparison,Data,07/21/21,VT,1.021997275,Consolidated,0.638900467
Time Period Benchmark Comparison,Data,07/22/21,VT,0.105983235,Consolidated,-0.599591728
Time Period Benchmark Comparison,Data,07/23/21,VT,0.654475457,Consolidated,0.098201714
Time Period Benchmark Comparison,Data,07/26/21,VT,-0.114744693,Consolidated,0.003616899
Time Period Benchmark Comparison,Data,07/27/21,VT,-0.650966877,Consolidated,-0.418527684
Time Period Benchmark Comparison,Data,07/28/21,VT,0.529967238,Consolidated,0.597350301
Time Period Benchmark Comparison,Data,07/29/21,VT,0.488833509,Consolidated,0.437973578
Time Period Benchmark Comparison,Data,07/30/21,VT,-0.562762304,Consolidated,-0.304711494
Time Period Benchmark Comparison,Data,08/02/21,VT,0.076738609,Consolidated,-0.242160409
Time Period Benchmark Comparison,Data,08/03/21,VT,0.738042749,Consolidated,0.121411375
Time Period Benchmark Comparison,Data,08/04/21,VT,-0.323501427,Consolidated,-0.304611783
Time Period Benchmark Comparison,Data,08/05/21,VT,0.496372661,Consolidated,0.860909335
Time Period Benchmark Comparison,Data,08/06/21,VT,-0.085486322,Consolidated,0.553022958
Time Period Benchmark Comparison,Data,08/09/21,VT,-0.047533035,Consolidated,0.217517292
Time Period Benchmark Comparison,Data,08/10/21,VT,0.076089024,Consolidated,1.235984461
Time Period Benchmark Comparison,Data,08/11/21,VT,0.399163657,Consolidated,0.316476653
Time Period Benchmark Comparison,Data,08/12/21,VT,0,Consolidated,-0.131352193
Time Period Benchmark Comparison,Data,08/13/21,VT,0.227186672,Consolidated,-0.52024618
Time Period Benchmark Comparison,Data,08/16/21,VT,-0.226671704,Consolidated,-0.297763213
Time Period Benchmark Comparison,Data,08/17/21,VT,-0.937145021,Consolidated,-0.461280644
Time Period Benchmark Comparison,Data,08/18/21,VT,-0.668896321,Consolidated,-0.376227152
Time Period Benchmark Comparison,Data,08/19/21,VT,-0.519480519,Consolidated,-0.469566096
Time Period Benchmark Comparison,Data,08/20/21,VT,0.609225413,Consolidated,0.348689578
Time Period Benchmark Comparison,Data,08/23/21,VT,1.047673972,Consolidated,0.74451103
Time Period Benchmark Comparison,Data,08/24/21,VT,0.542185865,Consolidated,0.327517856
Time Period Benchmark Comparison,Data,08/25/21,VT,0.179754021,Consolidated,0.407510851
Time Period Benchmark Comparison,Data,08/26/21,VT,-0.661063368,Consolidated,-0.541906374
Time Period Benchmark Comparison,Data,08/27/21,VT,1.064739994,Consolidated,0.628359103
Time Period Benchmark Comparison,Data,08/30/21,VT,0.235161321,Consolidated,-0.157122629
Time Period Benchmark Comparison,Data,08/31/21,VT,0.046921922,Consolidated,0.123319132
Time Period Benchmark Comparison,Data,09/01/21,VT,0.487759122,Consolidated,0.011899844
Time Period Benchmark Comparison,Data,09/02/21,VT,0.308036964,Consolidated,0.130608453
Time Period Benchmark Comparison,Data,09/03/21,VT,0.176809976,Consolidated,-0.100561242
Time Period Benchmark Comparison,Data,09/06/21,VT,0,Consolidated,0.02157462
Time Period Benchmark Comparison,Data,09/07/21,VT,-0.269391547,Consolidated,0.050553705
Time Period Benchmark Comparison,Data,09/08/21,VT,-0.502980626,Consolidated,-0.559768036
Time Period Benchmark Comparison,Data,09/09/21,VT,-0.262123198,Consolidated,-0.052320748
Time Period Benchmark Comparison,Data,09/10/21,VT,-0.506851887,Consolidated,-0.589047707
Time Period Benchmark Comparison,Data,09/13/21,VT,0.358490566,Consolidated,0.083947805
Time Period Benchmark Comparison,Data,09/14/21,VT,-0.592216582,Consolidated,-0.516214881
Time Period Benchmark Comparison,Data,09/15/21,VT,0.605200946,Consolidated,0.402066718
Time Period Benchmark Comparison,Data,09/16/21,VT,-0.225585111,Consolidated,0.153318432
Time Period Benchmark Comparison,Data,09/17/21,VT,-0.989166274,Consolidated,-0.317729994
Time Period Benchmark Comparison,Data,09/20/21,VT,-1.796384396,Consolidated,-1.478750673
Time Period Benchmark Comparison,Data,09/21/21,VT,0.311284047,Consolidated,-0.24812736
Time Period Benchmark Comparison,Data,09/22/21,VT,0.960046548,Consolidated,0.826140704
Time Period Benchmark Comparison,Data,09/23/21,VT,1.123811353,Consolidated,1.353999918
Time Period Benchmark Comparison,Data,09/24/21,VT,-0.360942249,Consolidated,0.203964407
Time Period Benchmark Comparison,Data,09/27/21,VT,-0.066730219,Consolidated,0.519466089
Time Period Benchmark Comparison,Data,09/28/21,VT,-2.079557379,Consolidated,-0.775402178
Time Period Benchmark Comparison,Data,09/29/21,VT,-0.116902094,Consolidated,-0.135799144
Time Period Benchmark Comparison,Data,09/30/21,VT,-0.682727007,Consolidated,-0.747795867
Time Period Benchmark Comparison,Data,10/01/21,VT,0.805263675,Consolidated,0.946193327
Time Period Benchmark Comparison,Data,10/04/21,VT,-1.169020945,Consolidated,-0.993894195
Time Period Benchmark Comparison,Data,10/05/21,VT,0.778708724,Consolidated,0.844517358
Time Period Benchmark Comparison,Data,10/06/21,VT,0,Consolidated,0.321197978
Time Period Benchmark Comparison,Data,10/07/21,VT,0.987871674,Consolidated,0.786397489
Time Period Benchmark Comparison,Data,10/08/21,VT,-0.0968523,Consolidated,0.021561863
Time Period Benchmark Comparison,Data,10/11/21,VT,-0.523509452,Consolidated,-0.6171573
Time Period Benchmark Comparison,Data,10/12/21,VT,-0.077965111,Consolidated,-0.280717432
Time Period Benchmark Comparison,Data,10/13/21,VT,0.711986736,Consolidated,0.114796975
Time Period Benchmark Comparison,Data,10/14/21,VT,1.384853767,Consolidated,1.314325127
Time Period Benchmark Comparison,Data,10/15/21,VT,0.706848792,Consolidated,0.598772557
Time Period Benchmark Comparison,Data,10/18/21,VT,0.094849663,Consolidated,0.088917483
Time Period Benchmark Comparison,Data,10/19/21,VT,0.720174358,Consolidated,0.780551852
Time Period Benchmark Comparison,Data,10/20/21,VT,0.366920689,Consolidated,0.135351522
Time Period Benchmark Comparison,Data,10/21/21,VT,-0.046869141,Consolidated,-0.222266567
Time Period Benchmark Comparison,Data,10/22/21,VT,0.056269343,Consolidated,-0.068503474
Time Period Benchmark Comparison,Data,10/25/21,VT,0.328053238,Consolidated,0.620468769
Time Period Benchmark Comparison,Data,10/26/21,VT,-0.04671151,Consolidated,-0.062457882
Time Period Benchmark Comparison,Data,10/27/21,VT,-0.588840079,Consolidated,-1.201999757
Time Period Benchmark Comparison,Data,10/28/21,VT,0.902594961,Consolidated,0.628542537
Time Period Benchmark Comparison,Data,10/29/21,VT,-0.232948192,Consolidated,-0.38341378
Time Period Benchmark Comparison,Data,11/01/21,VT,0.616419165,Consolidated,0.623230192
Time Period Benchmark Comparison,Data,11/02/21,VT,0.018564931,Consolidated,0.049003118
Time Period Benchmark Comparison,Data,11/03/21,VT,0.668213457,Consolidated,-0.005932307
Time Period Benchmark Comparison,Data,11/04/21,VT,0.165944501,Consolidated,-0.171683497
Time Period Benchmark Comparison,Data,11/05/21,VT,0.322135297,Consolidated,0.317115526
Time Period Benchmark Comparison,Data,11/08/21,VT,0.211009174,Consolidated,0.508366934
Time Period Benchmark Comparison,Data,11/09/21,VT,-0.274649821,Consolidated,-1.368801069
Time Period Benchmark Comparison,Data,11/10/21,VT,-0.963921785,Consolidated,-0.188525937
Time Period Benchmark Comparison,Data,11/11/21,VT,0.315164998,Consolidated,-0.204199594
Time Period Benchmark Comparison,Data,11/12/21,VT,0.665311403,Consolidated,0.607390935
Time Period Benchmark Comparison,Data,11/15/21,VT,-0.055076189,Consolidated,0.04463668
Time Period Benchmark Comparison,Data,11/16/21,VT,0.174504041,Consolidated,-0.073396017
Time Period Benchmark Comparison,Data,11/17/21,VT,-0.366736958,Consolidated,-0.889401732
Time Period Benchmark Comparison,Data,11/18/21,VT,0.036808687,Consolidated,-0.453376803
Time Period Benchmark Comparison,Data,11/19/21,VT,-0.450740502,Consolidated,-0.692934594
Time Period Benchmark Comparison,Data,11/22/21,VT,-0.572907041,Consolidated,-0.300337683
Time Period Benchmark Comparison,Data,11/23/21,VT,-0.018587361,Consolidated,0.591269917
Time Period Benchmark Comparison,Data,11/24/21,VT,0.055772448,Consolidated,0.293096614
Time Period Benchmark Comparison,Data,11/25/21,VT,0,Consolidated,0.035969652
Time Period Benchmark Comparison,Data,11/26/21,VT,-2.517651431,Consolidated,-1.793114864
Time Period Benchmark Comparison,Data,11/29/21,VT,0.886305156,Consolidated,0.120023216
Time Period Benchmark Comparison,Data,11/30/21,VT,-1.501983752,Consolidated,-1.491378892
Time Period Benchmark Comparison,Data,12/01/21,VT,-1.054953486,Consolidated,-0.824316209
Time Period Benchmark Comparison,Data,12/02/21,VT,1.541145682,Consolidated,1.402682199
Time Period Benchmark Comparison,Data,12/03/21,VT,-0.925925926,Consolidated,-0.655117443
Time Period Benchmark Comparison,Data,12/06/21,VT,1.098371712,Consolidated,1.035011011
Time Period Benchmark Comparison,Data,12/07/21,VT,2.068045364,Consolidated,1.495755579
Time Period Benchmark Comparison,Data,12/08/21,VT,0.373482726,Consolidated,0.329817012
Time Period Benchmark Comparison,Data,12/09/21,VT,-0.893023256,Consolidated,-0.410639404
Time Period Benchmark Comparison,Data,12/10/21,VT,0.506851887,Consolidated,0.239759716
Time Period Benchmark Comparison,Data,12/13/21,VT,-1.008591707,Consolidated,-0.632871741
Time Period Benchmark Comparison,Data,12/14/21,VT,-0.622641509,Consolidated,-0.064030846
Time Period Benchmark Comparison,Data,12/15/21,VT,1.262578318,Consolidated,0.488947802
Time Period Benchmark Comparison,Data,12/16/21,VT,-0.562482422,Consolidated,0.199102951
Time Period Benchmark Comparison,Data,12/17/21,VT,-0.914490431,Consolidated,-0.429749371
Time Period Benchmark Comparison,Data,12/20/21,VT,-0.908658421,Consolidated,-0.853920418
Time Period Benchmark Comparison,Data,12/21/21,VT,1.693111455,Consolidated,1.422904329
Time Period Benchmark Comparison,Data,12/22/21,VT,0.922842736,Consolidated,0.473994903
Time Period Benchmark Comparison,Data,12/23/21,VT,0.641025641,Consolidated,0.429284675
Time Period Benchmark Comparison,Data,12/24/21,VT,0,Consolidated,-0.000924258
Time Period Benchmark Comparison,Data,12/27/21,VT,1.058448857,Consolidated,0.423056905
Time Period Benchmark Comparison,Data,12/28/21,VT,-0.111224395,Consolidated,-0.00602575
Time Period Benchmark Comparison,Data,12/29/21,VT,0.037116081,Consolidated,0.052848897
Time Period Benchmark Comparison,Data,12/30/21,VT,-0.083480197,Consolidated,0.080940396
Time Period Benchmark Comparison,Data,12/31/21,VT,-0.269216487,Consolidated,-0.256848911
Time Period Benchmark Comparison,Data,01/03/22,VT,0.577119985,Consolidated,0.90010697
Time Period Benchmark Comparison,Data,01/04/22,VT,0.037019898,Consolidated,0.461237938
Time Period Benchmark Comparison,Data,01/05/22,VT,-1.702285133,Consolidated,-0.995625539
Time Period Benchmark Comparison,Data,01/06/22,VT,-0.094117647,Consolidated,-0.082430343
Time Period Benchmark Comparison,Data,01/07/22,VT,-0.141309468,Consolidated,0.314107422
Time Period Benchmark Comparison,Data,01/10/22,VT,-0.330188679,Consolidated,-0.465732665
Time Period Benchmark Comparison,Data,01/11/22,VT,1.154756271,Consolidated,0.632492481
Time Period Benchmark Comparison,Data,01/12/22,VT,0.552072612,Consolidated,-0.046938555
Time Period Benchmark Comparison,Data,01/13/22,VT,-1.237669831,Consolidated,-0.573259217
Time Period Benchmark Comparison,Data,01/14/22,VT,-0.009422406,Consolidated,-0.102377267
Time Period Benchmark Comparison,Data,01/17/22,VT,0,Consolidated,0.050593024
Time Period Benchmark Comparison,Data,01/18/22,VT,-1.715039578,Consolidated,-1.081215756
Time Period Benchmark Comparison,Data,01/19/22,VT,-0.565675935,Consolidated,-0.379563564
Time Period Benchmark Comparison,Data,01/20/22,VT,-0.819593096,Consolidated,-0.497474463
Time Period Benchmark Comparison,Data,01/21/22,VT,-1.701341629,Consolidated,-1.422267324
Time Period Benchmark Comparison,Data,01/24/22,VT,-0.128572841,Consolidated,-0.4584567
Time Period Benchmark Comparison,Data,01/25/22,VT,-0.990295108,Consolidated,-0.384707295
Time Period Benchmark Comparison,Data,01/26/22,VT,-0.450090018,Consolidated,-0.168957736
Time Period Benchmark Comparison,Data,01/27/22,VT,-0.753541646,Consolidated,-0.219300875
Time Period Benchmark Comparison,Data,01/28/22,VT,1.650131606,Consolidated,1.008633254
Time Period Benchmark Comparison,Data,01/31/22,VT,2.091425157,Consolidated,1.345811212
Time Period Benchmark Comparison,Data,02/01/22,VT,0.790166813,Consolidated,0.621654179
Time Period Benchmark Comparison,Data,02/02/22,VT,0.590398761,Consolidated,-0.119181778
Time Period Benchmark Comparison,Data,02/03/22,VT,-1.933994034,Consolidated,-1.272592859
Time Period Benchmark Comparison,Data,02/04/22,VT,0.441522763,Consolidated,0.653995812
Time Period Benchmark Comparison,Data,02/07/22,VT,-0.117221842,Consolidated,-0.231785996
Time Period Benchmark Comparison,Data,02/08/22,VT,0.762836186,Consolidated,0.532062353
Time Period Benchmark Comparison,Data,02/09/22,VT,1.630593031,Consolidated,0.965968125
Time Period Benchmark Comparison,Data,02/10/22,VT,-1.442078121,Consolidated,-0.800430823
Time Period Benchmark Comparison,Data,02/11/22,VT,-1.734496124,Consolidated,-1.024054772
Time Period Benchmark Comparison,Data,02/14/22,VT,-0.502908983,Consolidated,-0.513241778
Time Period Benchmark Comparison,Data,02/15/22,VT,1.754212091,Consolidated,1.095323101
Time Period Benchmark Comparison,Data,02/16/22,VT,0.301938249,Consolidated,-0.118393985
Time Period Benchmark Comparison,Data,02/17/22,VT,-1.932414061,Consolidated,-1.392280188
Time Period Benchmark Comparison,Data,02/18/22,VT,-0.703039905,Consolidated,-0.40113248
Time Period Benchmark Comparison,Data,02/21/22,VT,0,Consolidated,-0.042200268
Time Period Benchmark Comparison,Data,02/22/22,VT,-1.186677304,Consolidated,-0.648068378
Time Period Benchmark Comparison,Data,02/23/22,VT,-1.392673327,Consolidated,-1.16023805
Time Period Benchmark Comparison,Data,02/24/22,VT,0.419609047,Consolidated,0.625711884
Time Period Benchmark Comparison,Data,02/25/22,VT,2.21157766,Consolidated,1.669293699
Time Period Benchmark Comparison,Data,02/28/22,VT,-0.618207199,Consolidated,-0.628084459
Time Period Benchmark Comparison,Data,03/01/22,VT,-1.665496137,Consolidated,-1.613198162
Time Period Benchmark Comparison,Data,03/02/22,VT,1.489643914,Consolidated,1.293773514
Time Period Benchmark Comparison,Data,03/03/22,VT,-1.045541369,Consolidated,-0.866292537
Time Period Benchmark Comparison,Data,03/04/22,VT,-1.462968607,Consolidated,-1.304108248
Time Period Benchmark Comparison,Data,03/07/22,VT,-3.185895453,Consolidated,-1.924744114
Time Period Benchmark Comparison,Data,03/08/22,VT,-0.106496273,Consolidated,-0.187351881
Time Period Benchmark Comparison,Data,03/09/22,VT,3.017057569,Consolidated,2.233531134
Time Period Benchmark Comparison,Data,03/10/22,VT,-0.776156473,Consolidated,-0.489969425
Time Period Benchmark Comparison,Data,03/11/22,VT,-1.272423863,Consolidated,-0.741327201
Time Period Benchmark Comparison,Data,03/14/22,VT,-0.62328333,Consolidated,-0.184326552
Time Period Benchmark Comparison,Data,03/15/22,VT,1.583926863,Consolidated,1.14813238
Time Period Benchmark Comparison,Data,03/16/22,VT,3.170782754,Consolidated,1.743462833
Time Period Benchmark Comparison,Data,03/17/22,VT,1.044730703,Consolidated,0.53760669
Time Period Benchmark Comparison,Data,03/18/22,VT,1.064043365,Consolidated,0.638340625
Time Period Benchmark Comparison,Data,03/21/22,VT,-0.251092571,Consolidated,-0.40833583
Time Period Benchmark Comparison,Data,03/22/22,VT,1.138065289,Consolidated,0.789658821
Time Period Benchmark Comparison,Data,03/23/22,VT,-1.223966045,Consolidated,-0.999354917
Time Period Benchmark Comparison,Data,03/24/22,VT,1.129209553,Consolidated,0.586417014
Time Period Benchmark Comparison,Data,03/25/22,VT,0.227272727,Consolidated,0.288032207
Time Period Benchmark Comparison,Data,03/28/22,VT,0.32534753,Consolidated,0.300995583
Time Period Benchmark Comparison,Data,03/29/22,VT,1.621462264,Consolidated,1.057529705
Time Period Benchmark Comparison,Data,03/30/22,VT,-0.551203945,Consolidated,-0.462511208
Time Period Benchmark Comparison,Data,03/31/22,VT,-1.507195644,Consolidated,-0.914882343
Time Period Benchmark Comparison,Data,04/01/22,VT,0.641721789,Consolidated,-0.034299252
Time Period Benchmark Comparison,Data,04/04/22,VT,0.814204434,Consolidated,0.369529118
Time Period Benchmark Comparison,Data,04/05/22,VT,-1.440108981,Consolidated,-0.884851796
Time Period Benchmark Comparison,Data,04/06/22,VT,-1.115608648,Consolidated,-0.73383087
Time Period Benchmark Comparison,Data,04/07/22,VT,0.229632588,Consolidated,-0.176773207
Time Period Benchmark Comparison,Data,04/08/22,VT,-0.239067636,Consolidated,-0.045468475
Time Period Benchmark Comparison,Data,04/11/22,VT,-1.397903145,Consolidated,-0.413704
Time Period Benchmark Comparison,Data,04/12/22,VT,-0.415189873,Consolidated,-0.472191337
Time Period Benchmark Comparison,Data,04/13/22,VT,1.230425056,Consolidated,0.225621938
Time Period Benchmark Comparison,Data,04/14/22,VT,-0.954294324,Consolidated,-0.784574574
Time Period Benchmark Comparison,Data,04/15/22,VT,0,Consolidated,-0.000705244
Time Period Benchmark Comparison,Data,04/18/22,VT,-0.283975659,Consolidated,0.240054821
Time Period Benchmark Comparison,Data,04/19/22,VT,1.13913751,Consolidated,0.971861722
Time Period Benchmark Comparison,Data,04/20/22,VT,0.080450523,Consolidated,0.117711417
Time Period Benchmark Comparison,Data,04/21/22,VT,-1.52733119,Consolidated,-0.531560731
Time Period Benchmark Comparison,Data,04/22/22,VT,-2.265306122,Consolidated,-1.459654816
Time Period Benchmark Comparison,Data,04/25/22,VT,0.114846523,Consolidated,0.055422413
Time Period Benchmark Comparison,Data,04/26/22,VT,-2.732297424,Consolidated,-1.668777983
Time Period Benchmark Comparison,Data,04/27/22,VT,0.375254637,Consolidated,-0.032844769
Time Period Benchmark Comparison,Data,04/28/22,VT,2.072206793,Consolidated,1.02189489
Time Period Benchmark Comparison,Data,04/29/22,VT,-2.584763499,Consolidated,-1.330846178
Time Period Benchmark Comparison,Data,05/02/22,VT,0.322268772,Consolidated,0.639111083
Time Period Benchmark Comparison,Data,05/03/22,VT,0.535389228,Consolidated,0.887169783
Time Period Benchmark Comparison,Data,05/04/22,VT,2.396421344,Consolidated,1.44157156
Time Period Benchmark Comparison,Data,05/05/22,VT,-3.411691284,Consolidated,-1.574993303
Time Period Benchmark Comparison,Data,05/06/22,VT,-0.990738747,Consolidated,-0.591605273
Time Period Benchmark Comparison,Data,05/09/22,VT,-3.317380901,Consolidated,-1.636032288
Time Period Benchmark Comparison,Data,05/10/22,VT,0.348745641,Consolidated,0.038502905
Time Period Benchmark Comparison,Data,05/11/22,VT,-1.278026906,Consolidated,-0.806437663
Time Period Benchmark Comparison,Data,05/12/22,VT,-0.147626618,Consolidated,-0.218330125
Time Period Benchmark Comparison,Data,05/13/22,VT,2.763561924,Consolidated,1.276425968
Time Period Benchmark Comparison,Data,05/16/22,VT,-0.320938468,Consolidated,-0.263382131
Time Period Benchmark Comparison,Data,05/17/22,VT,2.065060508,Consolidated,1.42942111
Time Period Benchmark Comparison,Data,05/18/22,VT,-3.328619602,Consolidated,-1.282586848
Time Period Benchmark Comparison,Data,05/19/22,VT,0.258804996,Consolidated,-0.361986473
Time Period Benchmark Comparison,Data,05/20/22,VT,0.280583614,Consolidated,-0.131965185
Time Period Benchmark Comparison,Data,05/23/22,VT,1.566871852,Consolidated,1.278518555
Time Period Benchmark Comparison,Data,05/24/22,VT,-0.848484848,Consolidated,-0.09994826
Time Period Benchmark Comparison,Data,05/25/22,VT,0.711269171,Consolidated,0.366059413
Time Period Benchmark Comparison,Data,05/26/22,VT,1.688369013,Consolidated,0.767189713
Time Period Benchmark Comparison,Data,05/27/22,VT,2.018448182,Consolidated,0.779850628
Time Period Benchmark Comparison,Data,05/30/22,VT,0,Consolidated,0.070975084
Time Period Benchmark Comparison,Data,05/31/22,VT,-0.489309648,Consolidated,-0.224361532
Time Period Benchmark Comparison,Data,06/01/22,VT,-0.748262961,Consolidated,-0.33105057
Time Period Benchmark Comparison,Data,06/02/22,VT,2.024771136,Consolidated,0.471469182
Time Period Benchmark Comparison,Data,06/03/22,VT,-1.604560329,Consolidated,-0.183405844
Time Period Benchmark Comparison,Data,06/06/22,VT,0.386224654,Consolidated,-0.008677101
Time Period Benchmark Comparison,Data,06/07/22,VT,0.737415838,Consolidated,0.192031064
Time Period Benchmark Comparison,Data,06/08/22,VT,-0.986632718,Consolidated,-0.485161298
Time Period Benchmark Comparison,Data,06/09/22,VT,-2.260795028,Consolidated,-0.925584166
Time Period Benchmark Comparison,Data,06/10/22,VT,-2.620039465,Consolidated,-1.151541182
Time Period Benchmark Comparison,Data,06/13/22,VT,-3.72621862,Consolidated,-1.461532264
Time Period Benchmark Comparison,Data,06/14/22,VT,-0.315715622,Consolidated,-0.13120279
Time Period Benchmark Comparison,Data,06/15/22,VT,1.583577713,Consolidated,0.62058448
Time Period Benchmark Comparison,Data,06/16/22,VT,-3.140877598,Consolidated,-0.979425243
Time Period Benchmark Comparison,Data,06/17/22,VT,0.107296137,Consolidated,0.025342122
Time Period Benchmark Comparison,Data,06/20/22,VT,0,Consolidated,0.058333653
Time Period Benchmark Comparison,Data,06/21/22,VT,2.081457663,Consolidated,0.60285552
Time Period Benchmark Comparison,Data,06/22/22,VT,-0.563909774,Consolidated,-0.130632071
Time Period Benchmark Comparison,Data,06/23/22,VT,0.602551985,Consolidated,-0.448279619
Time Period Benchmark Comparison,Data,06/24/22,VT,3.00645919,Consolidated,0.752875951
Time Period Benchmark Comparison,Data,06/27/22,VT,-0.250826588,Consolidated,0.123848265
Time Period Benchmark Comparison,Data,06/28/22,VT,-1.417304835,Consolidated,-0.109927258
Time Period Benchmark Comparison,Data,06/29/22,VT,-0.301449275,Consolidated,-0.27387642
Time Period Benchmark Comparison,Data,06/30/22,VT,-0.755901849,Consolidated,-0.347890785
Time Period Benchmark Comparison,Data,07/01/22,VT,0.621045231,Consolidated,0.078329435
Time Period Benchmark Comparison,Data,07/04/22,VT,0,Consolidated,-0.021044664
Time Period Benchmark Comparison,Data,07/05/22,VT,-0.52404798,Consolidated,-0.409014381
Time Period Benchmark Comparison,Data,07/06/22,VT,0.058534301,Consolidated,-0.228865969
Time Period Benchmark Comparison,Data,07/07/22,VT,1.591201591,Consolidated,0.621932754
Time Period Benchmark Comparison,Data,07/08/22,VT,-0.034550271,Consolidated,0.079955408
Time Period Benchmark Comparison,Data,07/11/22,VT,-1.486175115,Consolidated,-0.275528328
Time Period Benchmark Comparison,Data,07/12/22,VT,-0.573032394,Consolidated,-0.180356963
Time Period Benchmark Comparison,Data,07/13/22,VT,-0.352858151,Consolidated,-0.08857243
Time Period Benchmark Comparison,Data,07/14/22,VT,-0.767233239,Consolidated,-0.43816949
