Time Period Benchmark Comparison,Header,Date,BM1,BM1Return,Consolidated,ConsolidatedReturn
Time Period Benchmark Comparison,Data,07/15/22,VT,1.677173784,Consolidated,1.33191651
Time Period Benchmark Comparison,Data,07/18/22,VT,-0.175479644,Consolidated,-0.016184419
Time Period Benchmark Comparison,Data,07/19/22,VT,2.554787296,Consolidated,1.005364836
Time Period Benchmark Comparison,Data,07/20/22,VT,0.331390698,Consolidated,-0.149557
Time Period Benchmark Comparison,Data,07/21/22,VT,1.059225513,Consolidated,0.06587895
Time Period Benchmark Comparison,Data,07/22/22,VT,-0.856531049,Consolidated,0.412849042
Time Period Benchmark Comparison,Data,07/25/22,VT,0.375127885,Consolidated,0.243813663
Time Period Benchmark Comparison,Data,07/26/22,VT,-1.211778029,Consolidated,0.1011558
Time Period Benchmark Comparison,Data,07/27/22,VT,2.418892583,Consolidated,0.372285149
Time Period Benchmark Comparison,Data,07/28/22,VT,0.973807925,Consolidated,0.267347209
Time Period Benchmark Comparison,Data,07/29/22,VT,1.208291764,Consolidated,0.136922001
Time Period Benchmark Comparison,Data,08/01/22,VT,-0.240963855,Consolidated,-0.097501272
Time Period Benchmark Comparison,Data,08/02/22,VT,-0.779534475,Consolidated,-0.321275834
Time Period Benchmark Comparison,Data,08/03/22,VT,1.184021246,Consolidated,0.056941432
Time Period Benchmark Comparison,Data,08/04/22,VT,0.164041995,Consolidated,-0.308655414
Time Period Benchmark Comparison,Data,08/05/22,VT,-0.229282673,Consolidated,0.498795969
Time Period Benchmark Comparison,Data,08/08/22,VT,0.142263077,Consolidated,-0.022718122
Time Period Benchmark Comparison,Data,08/09/22,VT,-0.535460605,Consolidated,0.061519859
Time Period Benchmark Comparison,Data,08/10/22,VT,2.208305867,Consolidated,0.09984133
Time Period Benchmark Comparison,Data,08/11/22,VT,0.064495324,Consolidated,0.201121905
Time Period Benchmark Comparison,Data,08/12/22,VT,1.353528843,Consolidated,-0.111297233
Time Period Benchmark Comparison,Data,08/15/22,VT,0.021197668,Consolidated,-0.388910012
Time Period Benchmark Comparison,Data,08/16/22,VT,0.116562467,Consolidated,0.061822092
Time Period Benchmark Comparison,Data,08/17/22,VT,-0.793818798,Consolidated,0.188056307
Time Period Benchmark Comparison,Data,08/18/22,VT,0.010668943,Consolidated,0.129808871
Time Period Benchmark Comparison,Data,08/19/22,VT,-1.397482398,Consolidated,0.207187862
Time Period Benchmark Comparison,Data,08/22/22,VT,-1.850048685,Consolidated,0.045655136
Time Period Benchmark Comparison,Data,08/23/22,VT,-0.044091711,Consolidated,-0.051485685
Time Period Benchmark Comparison,Data,08/24/22,VT,0.330833701,Consolidated,0.101361991
Time Period Benchmark Comparison,Data,08/25/22,VT,1.450868323,Consolidated,0.319413569
Time Period Benchmark Comparison,Data,08/26/22,VT,-2.968580715,Consolidated,-0.493611644
Time Period Benchmark Comparison,Data,08/29/22,VT,-0.54711925,Consolidated,0.010282798
Time Period Benchmark Comparison,Data,08/30/22,VT,-1.010441226,Consolidated,0.036389023
Time Period Benchmark Comparison,Data,08/31/22,VT,-0.646478394,Consolidated,-0.747144668
Time Period Benchmark Comparison,Data,09/01/22,VT,-0.365296804,Consolidated,-0.199081381
Time Period Benchmark Comparison,Data,09/02/22,VT,-0.847846013,Consolidated,-0.045942683
Time Period Benchmark Comparison,Data,09/05/22,VT,0,Consolidated,0.005453995
Time Period Benchmark Comparison,Data,09/06/22,VT,-0.485324705,Consolidated,-0.223733737
Time Period Benchmark Comparison,Data,09/07/22,VT,1.451463075,Consolidated,0.105005365
Time Period Benchmark Comparison,Data,09/08/22,VT,0.469268628,Consolidated,0.379138641
Time Period Benchmark Comparison,Data,09/09/22,VT,1.902483481,Consolidated,0.41897192
Time Period Benchmark Comparison,Data,09/12/22,VT,1.185019564,Consolidated,0.035838289
Time Period Benchmark Comparison,Data,09/13/22,VT,-3.922218539,Consolidated,-0.943486439
Time Period Benchmark Comparison,Data,09/14/22,VT,0.413983441,Consolidated,0.09847354
Time Period Benchmark Comparison,Data,09/15/22,VT,-1.019239579,Consolidated,-0.150683893
Time Period Benchmark Comparison,Data,09/16/22,VT,-0.833044082,Consolidated,0.020854365
Time Period Benchmark Comparison,Data,09/19/22,VT,0.609730487,Consolidated,0.085686388
Time Period Benchmark Comparison,Data,09/20/22,VT,-1.304905045,Consolidated,-0.469416766
Time Period Benchmark Comparison,Data,09/21/22,VT,-1.581867548,Consolidated,-0.440050809
Time Period Benchmark Comparison,Data,09/22/22,VT,-0.779656951,Consolidated,-0.165888517
Time Period Benchmark Comparison,Data,09/23/22,VT,-2.284816248,Consolidated,-0.830961924
Time Period Benchmark Comparison,Data,09/26/22,VT,-1.200049487,Consolidated,-0.571137952
Time Period Benchmark Comparison,Data,09/27/22,VT,-0.33809166,Consolidated,-0.000608985
Time Period Benchmark Comparison,Data,09/28/22,VT,2.085689157,Consolidated,0.721487906
Time Period Benchmark Comparison,Data,09/29/22,VT,-1.883076923,Consolidated,-0.401298693
Time Period Benchmark Comparison,Data,09/30/22,VT,-1.053687908,Consolidated,-0.247647502
Time Period Benchmark Comparison,Data,10/03/22,VT,2.472109533,Consolidated,1.03656008
Time Period Benchmark Comparison,Data,10/04/22,VT,3.389830508,Consolidated,0.975625777
Time Period Benchmark Comparison,Data,10/05/22,VT,-0.478640661,Consolidated,0.066362058
Time Period Benchmark Comparison,Data,10/06/22,VT,-1.118191656,Consolidated,-0.307498361
Time Period Benchmark Comparison,Data,10/07/22,VT,-2.419747082,Consolidated,-0.422088882
Time Period Benchmark Comparison,Data,10/10/22,VT,-0.847352025,Consolidated,-0.187297537
Time Period Benchmark Comparison,Data,10/11/22,VT,-0.879728541,Consolidated,-0.360896525
Time Period Benchmark Comparison,Data,10/12/22,VT,-0.253581844,Consolidated,-0.091847565
Time Period Benchmark Comparison,Data,10/13/22,VT,2.148214059,Consolidated,1.3384845
Time Period Benchmark Comparison,Data,10/14/22,VT,-2.090592334,Consolidated,-0.518181894
Time Period Benchmark Comparison,Data,10/17/22,VT,2.630910015,Consolidated,0.491858458
Time Period Benchmark Comparison,Data,10/18/22,VT,0.965944272,Consolidated,0.316372321
Time Period Benchmark Comparison,Data,10/19/22,VT,-1.054826444,Consolidated,-0.209558302
Time Period Benchmark Comparison,Data,10/20/22,VT,-0.471054915,Consolidated,-0.005424775
Time Period Benchmark Comparison,Data,10/21/22,VT,2.079960144,Consolidated,1.282864123
Time Period Benchmark Comparison,Data,10/24/22,VT,0.195217179,Consolidated,0.343363699
Time Period Benchmark Comparison,Data,10/25/22,VT,1.838772528,Consolidated,0.108278872
Time Period Benchmark Comparison,Data,10/26/22,VT,0.023914863,Consolidated,0.079540302
Time Period Benchmark Comparison,Data,10/27/22,VT,-0.561864913,Consolidated,-0.622583336
Time Period Benchmark Comparison,Data,10/28/22,VT,1.598942053,Consolidated,0.365536612
Time Period Benchmark Comparison,Data,10/31/22,VT,-0.709975151,Consolidated,-0.007336449
Time Period Benchmark Comparison,Data,11/01/22,VT,0.202598022,Consolidated,0.022392861
Time Period Benchmark Comparison,Data,11/02/22,VT,-2.105137964,Consolidated,0.164431737
Time Period Benchmark Comparison,Data,11/03/22,VT,-0.765399101,Consolidated,-0.383148043
Time Period Benchmark Comparison,Data,11/04/22,VT,2.338393732,Consolidated,0.738561524
Time Period Benchmark Comparison,Data,11/07/22,VT,0.657973442,Consolidated,-0.046544565
Time Period Benchmark Comparison,Data,11/08/22,VT,0.713097219,Consolidated,-0.150364618
Time Period Benchmark Comparison,Data,11/09/22,VT,-1.9235308,Consolidated,-0.249052798
Time Period Benchmark Comparison,Data,11/10/22,VT,5.414510889,Consolidated,-0.147941168
Time Period Benchmark Comparison,Data,11/11/22,VT,1.461020431,Consolidated,-0.813781276
Time Period Benchmark Comparison,Data,11/14/22,VT,-0.967487906,Consolidated,0.14692844
Time Period Benchmark Comparison,Data,11/15/22,VT,1.011018971,Consolidated,0.04589355
Time Period Benchmark Comparison,Data,11/16/22,VT,-0.843454791,Consolidated,0.264113652
Time Period Benchmark Comparison,Data,11/17/22,VT,-0.23817625,Consolidated,0.387826818
Time Period Benchmark Comparison,Data,11/18/22,VT,0.238744884,Consolidated,0.185891549
Time Period Benchmark Comparison,Data,11/21/22,VT,-0.589769763,Consolidated,0.126669836
Time Period Benchmark Comparison,Data,11/22/22,VT,1.289218483,Consolidated,0.564095035
Time Period Benchmark Comparison,Data,11/23/22,VT,0.765938274,Consolidated,-0.079519648
Time Period Benchmark Comparison,Data,11/24/22,VT,0,Consolidated,-0.112300787
Time Period Benchmark Comparison,Data,11/25/22,VT,0.111781802,Consolidated,0.16198133
Time Period Benchmark Comparison,Data,11/28/22,VT,-1.440375167,Consolidated,-0.446510542
Time Period Benchmark Comparison,Data,11/29/22,VT,0.203919792,Consolidated,0.066068351
Time Period Benchmark Comparison,Data,11/30/22,VT,2.724703222,Consolidated,0.139446851
Time Period Benchmark Comparison,Data,12/01/22,VT,0.231124807,Consolidated,-0.671503661
Time Period Benchmark Comparison,Data,12/02/22,VT,-0.054902822,Consolidated,-0.18100274
Time Period Benchmark Comparison,Data,12/05/22,VT,-1.724895627,Consolidated,-0.107696667
Time Period Benchmark Comparison,Data,12/06/22,VT,-1.062045836,Consolidated,-0.41483498
Time Period Benchmark Comparison,Data,12/07/22,VT,-0.169491525,Consolidated,-0.058687033
Time Period Benchmark Comparison,Data,12/08/22,VT,0.758347482,Consolidated,0.096542735
Time Period Benchmark Comparison,Data,12/09/22,VT,-0.516737812,Consolidated,-0.343929069
Time Period Benchmark Comparison,Data,12/12/22,VT,0.925925926,Consolidated,0.448346188
Time Period Benchmark Comparison,Data,12/13/22,VT,0.928619378,Consolidated,0.263501701
Time Period Benchmark Comparison,Data,12/14/22,VT,-0.410154085,Consolidated,-0.184681665
Time Period Benchmark Comparison,Data,12/15/22,VT,-2.471059662,Consolidated,-0.832089567
Time Period Benchmark Comparison,Data,12/16/22,VT,-0.935859393,Consolidated,0.021489615
Time Period Benchmark Comparison,Data,12/19/22,VT,-0.601267281,Consolidated,-0.266596656
Time Period Benchmark Comparison,Data,12/20/22,VT,0.233535731,Consolidated,0.134664823
Time Period Benchmark Comparison,Data,12/21/22,VT,1.304753029,Consolidated,0.316881957
Time Period Benchmark Comparison,Data,12/22/22,VT,-1.207451702,Consolidated,-0.313444925
Time Period Benchmark Comparison,Data,12/23/22,VT,0.465603539,Consolidated,0.209050421
Time Period Benchmark Comparison,Data,12/26/22,VT,0,Consolidated,0.004104198
Time Period Benchmark Comparison,Data,12/27/22,VT,-0.011586143,Consolidated,0.045071178
Time Period Benchmark Comparison,Data,12/28/22,VT,-1.251448436,Consolidated,-0.436412524
Time Period Benchmark Comparison,Data,12/29/22,VT,1.724947195,Consolidated,0.678136809
Time Period Benchmark Comparison,Data,12/30/22,VT,-0.576767793,Consolidated,0.140975156
Time Period Benchmark Comparison,Data,01/02/23,VT,0,Consolidated,-0.137331781
Time Period Benchmark Comparison,Data,01/03/23,VT,0.05801137,Consolidated,-0.208148126
Time Period Benchmark Comparison,Data,01/04/23,VT,1.229128015,Consolidated,0.50996512
Time Period Benchmark Comparison,Data,01/05/23,VT,-1.030927835,Consolidated,-0.096418891
Time Period Benchmark Comparison,Data,01/06/23,VT,2.291666667,Consolidated,0.955602602
Time Period Benchmark Comparison,Data,01/09/23,VT,0.237610319,Consolidated,-0.042928164
Time Period Benchmark Comparison,Data,01/10/23,VT,0.541821876,Consolidated,0.114269319
Time Period Benchmark Comparison,Data,01/11/23,VT,1.010441226,Consolidated,0.213129403
Time Period Benchmark Comparison,Data,01/12/23,VT,0.711348227,Consolidated,-0.181730094
Time Period Benchmark Comparison,Data,01/13/23,VT,0.518706545,Consolidated,-0.253475347
Time Period Benchmark Comparison,Data,01/16/23,VT,0,Consolidated,-0.127683108
Time Period Benchmark Comparison,Data,01/17/23,VT,-0.021958718,Consolidated,0.085720516
Time Period Benchmark Comparison,Data,01/18/23,VT,-1.076213486,Consolidated,-0.192660121
Time Period Benchmark Comparison,Data,01/19/23,VT,-0.444049734,Consolidated,-0.204941941
Time Period Benchmark Comparison,Data,01/20/23,VT,1.549955397,Consolidated,0.393149827
Time Period Benchmark Comparison,Data,01/23/23,VT,0.944328538,Consolidated,0.554577122
Time Period Benchmark Comparison,Data,01/24/23,VT,-0.097900577,Consolidated,-0.051811394
Time Period Benchmark Comparison,Data,01/25/23,VT,0.18510453,Consolidated,-0.154723817
Time Period Benchmark Comparison,Data,01/26/23,VT,0.847733942,Consolidated,0.589464718
Time Period Benchmark Comparison,Data,01/27/23,VT,0.06466214,Consolidated,0.189709018
Time Period Benchmark Comparison,Data,01/30/23,VT,-1.217016694,Consolidated,-0.083604735
Time Period Benchmark Comparison,Data,01/31/23,VT,1.155691234,Consolidated,0.436451805
Time Period Benchmark Comparison,Data,02/01/23,VT,1.08859668,Consolidated,0.325196342
Time Period Benchmark Comparison,Data,02/02/23,VT,0.81032093,Consolidated,-0.217822923
Time Period Benchmark Comparison,Data,02/03/23,VT,-1.110523533,Consolidated,0.032039342
Time Period Benchmark Comparison,Data,02/06/23,VT,-0.898395722,Consolidated,-0.090760468
Time Period Benchmark Comparison,Data,02/07/23,VT,1.068422189,Consolidated,0.099295197
Time Period Benchmark Comparison,Data,02/08/23,VT,-0.822210358,Consolidated,0.136490893
Time Period Benchmark Comparison,Data,02/09/23,VT,-0.495262705,Consolidated,-0.154104606
Time Period Benchmark Comparison,Data,02/10/23,VT,-0.18394287,Consolidated,0.901420849
Time Period Benchmark Comparison,Data,02/13/23,VT,1.105691057,Consolidated,-0.1671935
Time Period Benchmark Comparison,Data,02/14/23,VT,0.064329366,Consolidated,-0.060359511
Time Period Benchmark Comparison,Data,02/15/23,VT,0.053573342,Consolidated,-0.352864003
Time Period Benchmark Comparison,Data,02/16/23,VT,-0.953094881,Consolidated,0.104674402
Time Period Benchmark Comparison,Data,02/17/23,VT,-0.227051573,Consolidated,0.242584862
Time Period Benchmark Comparison,Data,02/20/23,VT,0,Consolidated,-0.009206783
Time Period Benchmark Comparison,Data,02/21/23,VT,-1.690507152,Consolidated,-0.434723762
Time Period Benchmark Comparison,Data,02/22/23,VT,-0.330687831,Consolidated,0.096198551
Time Period Benchmark Comparison,Data,02/23/23,VT,0.530856005,Consolidated,0.068133359
Time Period Benchmark Comparison,Data,02/24/23,VT,-1.298129813,Consolidated,-0.046633853
Time Period Benchmark Comparison,Data,02/27/23,VT,0.557289345,Consolidated,0.084032864
Time Period Benchmark Comparison,Data,02/28/23,VT,-0.432276657,Consolidated,-0.118349307
Time Period Benchmark Comparison,Data,03/01/23,VT,0.200378493,Consolidated,0.146963833
Time Period Benchmark Comparison,Data,03/02/23,VT,0.522164204,Consolidated,-0.066520947
Time Period Benchmark Comparison,Data,03/03/23,VT,1.436781609,Consolidated,0.175660096
Time Period Benchmark Comparison,Data,03/06/23,VT,-0.152538679,Consolidated,-0.180154602
Time Period Benchmark Comparison,Data,03/07/23,VT,-1.527717154,Consolidated,-0.619664669
Time Period Benchmark Comparison,Data,03/08/23,VT,0.265957447,Consolidated,0.171041608
Time Period Benchmark Comparison,Data,03/09/23,VT,-1.646772767,Consolidated,-0.665124754
Time Period Benchmark Comparison,Data,03/10/23,VT,-1.382177773,Consolidated,-0.311930282
Time Period Benchmark Comparison,Data,03/13/23,VT,-0.31905196,Consolidated,-0.486015475
Time Period Benchmark Comparison,Data,03/14/23,VT,1.326017375,Consolidated,0.370619982
Time Period Benchmark Comparison,Data,03/15/23,VT,-1.534296029,Consolidated,-0.230220102
Time Period Benchmark Comparison,Data,03/16/23,VT,1.66131989,Consolidated,0.389326709
Time Period Benchmark Comparison,Data,03/17/23,VT,-1.183365265,Consolidated,-0.916521318
Time Period Benchmark Comparison,Data,03/20/23,VT,1.078010949,Consolidated,0.291541618
Time Period Benchmark Comparison,Data,03/21/23,VT,1.313108445,Consolidated,1.001219942
Time Period Benchmark Comparison,Data,03/22/23,VT,-1.150837989,Consolidated,-1.012624957
Time Period Benchmark Comparison,Data,03/23/23,VT,0.2373686,Consolidated,-0.46688001
Time Period Benchmark Comparison,Data,03/24/23,VT,0.248082995,Consolidated,0.252131534
Time Period Benchmark Comparison,Data,03/27/23,VT,0.382452193,Consolidated,1.062477486
Time Period Benchmark Comparison,Data,03/28/23,VT,0.100851636,Consolidated,-0.264221985
Time Period Benchmark Comparison,Data,03/29/23,VT,1.231389231,Consolidated,1.051199538
Time Period Benchmark Comparison,Data,03/30/23,VT,0.774079398,Consolidated,0.166376191
Time Period Benchmark Comparison,Data,03/31/23,VT,1.05344014,Consolidated,0.699239802
Time Period Benchmark Comparison,Data,04/03/23,VT,0.466934521,Consolidated,0.35331735
Time Period Benchmark Comparison,Data,04/04/23,VT,-0.42153048,Consolidated,-0.613865827
Time Period Benchmark Comparison,Data,04/05/23,VT,-0.488440247,Consolidated,-0.14566885
Time Period Benchmark Comparison,Data,04/06/23,VT,0.327225131,Consolidated,-0.111813312
Time Period Benchmark Comparison,Data,04/07/23,VT,0,Consolidated,-0.001463917
Time Period Benchmark Comparison,Data,04/10/23,VT,0.119591215,Consolidated,0.42322994
Time Period Benchmark Comparison,Data,04/11/23,VT,0.238896731,Consolidated,0.747187183
Time Period Benchmark Comparison,Data,04/12/23,VT,-0.140829813,Consolidated,-0.177370597
Time Period Benchmark Comparison,Data,04/13/23,VT,1.312649165,Consolidated,0.312291827
Time Period Benchmark Comparison,Data,04/14/23,VT,-0.310525752,Consolidated,0.47573729
Time Period Benchmark Comparison,Data,04/17/23,VT,0.236305048,Consolidated,0.438304709
Time Period Benchmark Comparison,Data,04/18/23,VT,0.171453065,Consolidated,-0.186157661
Time Period Benchmark Comparison,Data,04/19/23,VT,-0.235344459,Consolidated,-0.247670104
Time Period Benchmark Comparison,Data,04/20/23,VT,-0.364572164,Consolidated,-1.001611196
Time Period Benchmark Comparison,Data,04/21/23,VT,0.032285837,Consolidated,0.173879095
Time Period Benchmark Comparison,Data,04/24/23,VT,0.107584723,Consolidated,-0.007256314
Time Period Benchmark Comparison,Data,04/25/23,VT,-1.63353036,Consolidated,-0.929612915
Time Period Benchmark Comparison,Data,04/26/23,VT,-0.218507593,Consolidated,-0.925322689
Time Period Benchmark Comparison,Data,04/27/23,VT,1.664294317,Consolidated,1.01058942
Time Period Benchmark Comparison,Data,04/28/23,VT,0.592353258,Consolidated,0.794868353
Time Period Benchmark Comparison,Data,05/01/23,VT,-0.117773019,Consolidated,-0.331381086
Time Period Benchmark Comparison,Data,05/02/23,VT,-1.125522564,Consolidated,-0.773653186
Time Period Benchmark Comparison,Data,05/03/23,VT,-0.346921075,Consolidated,-0.276235999
Time Period Benchmark Comparison,Data,05/04/23,VT,-0.348128808,Consolidated,-0.716938079
Time Period Benchmark Comparison,Data,05/05/23,VT,1.703056769,Consolidated,1.900911853
Time Period Benchmark Comparison,Data,05/08/23,VT,0.053671103,Consolidated,-0.056778454
Time Period Benchmark Comparison,Data,05/09/23,VT,-0.407681579,Consolidated,-0.520757107
Time Period Benchmark Comparison,Data,05/10/23,VT,0.204675213,Consolidated,-0.238996354
Time Period Benchmark Comparison,Data,05/11/23,VT,-0.236508278,Consolidated,-0.106774767
Time Period Benchmark Comparison,Data,05/12/23,VT,-0.280172414,Consolidated,-0.389978196
Time Period Benchmark Comparison,Data,05/15/23,VT,0.680786687,Consolidated,0.584543046
Time Period Benchmark Comparison,Data,05/16/23,VT,-0.858645487,Consolidated,-0.50349232
Time Period Benchmark Comparison,Data,05/17/23,VT,0.941864242,Consolidated,1.29924397
Time Period Benchmark Comparison,Data,05/18/23,VT,0.536250536,Consolidated,0.096503606
Time Period Benchmark Comparison,Data,05/19/23,VT,0.010667805,Consolidated,-0.045220562
Time Period Benchmark Comparison,Data,05/22/23,VT,0.16,Consolidated,0.370971231
Time Period Benchmark Comparison,Data,05/23/23,VT,-1.256656017,Consolidated,-0.066005847
Time Period Benchmark Comparison,Data,05/24/23,VT,-0.895168248,Consolidated,-0.634274313
Time Period Benchmark Comparison,Data,05/25/23,VT,0.304712156,Consolidated,-0.01646144
Time Period Benchmark Comparison,Data,05/26/23,VT,1.215145926,Consolidated,0.431682918
Time Period Benchmark Comparison,Data,05/29/23,VT,0,Consolidated,-0.014439686
Time Period Benchmark Comparison,Data,05/30/23,VT,-0.353735663,Consolidated,-0.008700883
Time Period Benchmark Comparison,Data,05/31/23,VT,-0.742254733,Consolidated,-0.776941716
Time Period Benchmark Comparison,Data,06/01/23,VT,1.246342256,Consolidated,0.452008821
Time Period Benchmark Comparison,Data,06/02/23,VT,1.562834511,Consolidated,1.783277322
Time Period Benchmark Comparison,Data,06/05/23,VT,-0.337268128,Consolidated,-0.427273697
Time Period Benchmark Comparison,Data,06/06/23,VT,0.592216582,Consolidated,0.761329836
Time Period Benchmark Comparison,Data,06/07/23,VT,-0.431034483,Consolidated,0.693991456
Time Period Benchmark Comparison,Data,06/08/23,VT,0.612395734,Consolidated,-0.100086943
Time Period Benchmark Comparison,Data,06/09/23,VT,0.115437087,Consolidated,-0.049285191
Time Period Benchmark Comparison,Data,06/12/23,VT,0.670859539,Consolidated,0.260385712
Time Period Benchmark Comparison,Data,06/13/23,VT,0.780924615,Consolidated,0.536920633
Time Period Benchmark Comparison,Data,06/14/23,VT,0.154974687,Consolidated,-0.273286999
Time Period Benchmark Comparison,Data,06/15/23,VT,1.155353827,Consolidated,0.426280871
Time Period Benchmark Comparison,Data,06/16/23,VT,-0.285539466,Consolidated,-0.101179298
Time Period Benchmark Comparison,Data,06/19/23,VT,0,Consolidated,-0.047655409
Time Period Benchmark Comparison,Data,06/20/23,VT,-0.981386787,Consolidated,-0.495437417
Time Period Benchmark Comparison,Data,06/21/23,VT,-0.311947593,Consolidated,-0.310093867
Time Period Benchmark Comparison,Data,06/22/23,VT,-0.041723167,Consolidated,-0.413163336
Time Period Benchmark Comparison,Data,06/23/23,VT,-1.095690285,Consolidated,-0.46321033
Time Period Benchmark Comparison,Data,06/26/23,VT,-0.063304495,Consolidated,0.147971605
Time Period Benchmark Comparison,Data,06/27/23,VT,1.024070946,Consolidated,0.383323102
Time Period Benchmark Comparison,Data,06/28/23,VT,0.052252064,Consolidated,0.002011399
Time Period Benchmark Comparison,Data,06/29/23,VT,0.188009192,Consolidated,0.737365124
Time Period Benchmark Comparison,Data,06/30/23,VT,1.105087573,Consolidated,0.330150102
Time Period Benchmark Comparison,Data,07/03/23,VT,0.319653537,Consolidated,0.414030321
Time Period Benchmark Comparison,Data,07/04/23,VT,0,Consolidated,-0.008535303
Time Period Benchmark Comparison,Data,07/05/23,VT,-0.565320177,Consolidated,-0.17807103
Time Period Benchmark Comparison,Data,07/06/23,VT,-1.230101302,Consolidated,-0.682710849
Time Period Benchmark Comparison,Data,07/07/23,VT,0.261643119,Consolidated,0.344763179
Time Period Benchmark Comparison,Data,07/10/23,VT,0.313152401,Consolidated,0.414172298
Time Period Benchmark Comparison,Data,07/11/23,VT,0.863683663,Consolidated,0.762807378
Time Period Benchmark Comparison,Data,07/12/23,VT,1.165789745,Consolidated,0.204279286
Time Period Benchmark Comparison,Data,07/13/23,VT,1.152355701,Consolidated,0.595158877
Time Period Benchmark Comparison,Data,07/14/23,VT,-0.362939812,Consolidated,-0.514661269
Time Period Benchmark Comparison,Data,07/17/23,VT,0.283314783,Consolidated,0.149851956
Time Period Benchmark Comparison,Data,07/18/23,VT,0.605387953,Consolidated,0.888582823
Time Period Benchmark Comparison,Data,07/19/23,VT,0.090261759,Consolidated,0.51102349
Time Period Benchmark Comparison,Data,07/20/23,VT,-0.681362725,Consolidated,0.178649487
Time Period Benchmark Comparison,Data,07/21/23,VT,0.040355125,Consolidated,-0.05141266
Time Period Benchmark Comparison,Data,07/24/23,VT,0.363049617,Consolidated,0.555509741
Time Period Benchmark Comparison,Data,07/25/23,VT,0.301446945,Consolidated,0.073119178
Time Period Benchmark Comparison,Data,07/26/23,VT,0.180324584,Consolidated,0.05679367
Time Period Benchmark Comparison,Data,07/27/23,VT,-0.66,Consolidated,-0.39888858
Time Period Benchmark Comparison,Data,07/28/23,VT,1.036843165,Consolidated,0.013466296
Time Period Benchmark Comparison,Data,07/31/23,VT,0.219189001,Consolidated,0.07153733
Time Period Benchmark Comparison,Data,08/01/23,VT,-0.60642211,Consolidated,0.002104668
Time Period Benchmark Comparison,Data,08/02/23,VT,-1.670334067,Consolidated,-0.379679845
Time Period Benchmark Comparison,Data,08/03/23,VT,-0.213610009,Consolidated,-0.002748052
Time Period Benchmark Comparison,Data,08/04/23,VT,-0.183486239,Consolidated,-0.346778929
Time Period Benchmark Comparison,Data,08/07/23,VT,0.735294118,Consolidated,0.420905644
Time Period Benchmark Comparison,Data,08/08/23,VT,-0.618410381,Consolidated,-0.164202928
Time Period Benchmark Comparison,Data,08/09/23,VT,-0.408038356,Consolidated,-0.360599968
Time Period Benchmark Comparison,Data,08/10/23,VT,0.153641299,Consolidated,0.042323134
Time Period Benchmark Comparison,Data,08/11/23,VT,-0.35794641,Consolidated,0.063592695
Time Period Benchmark Comparison,Data,08/14/23,VT,0.082110233,Consolidated,-0.219333902
Time Period Benchmark Comparison,Data,08/15/23,VT,-1.179366219,Consolidated,-0.991073475
Time Period Benchmark Comparison,Data,08/16/23,VT,-0.757575758,Consolidated,-0.630699914
Time Period Benchmark Comparison,Data,08/17/23,VT,-0.658789083,Consolidated,-0.13443538
Time Period Benchmark Comparison,Data,08/18/23,VT,-0.063157895,Consolidated,-0.000568482
Time Period Benchmark Comparison,Data,08/21/23,VT,0.495049505,Consolidated,0.134709837
Time Period Benchmark Comparison,Data,08/22/23,VT,-0.209621633,Consolidated,-0.432379982
Time Period Benchmark Comparison,Data,08/23/23,VT,1.144837727,Consolidated,0.275051894
Time Period Benchmark Comparison,Data,08/24/23,VT,-1.246105919,Consolidated,-0.433655828
Time Period Benchmark Comparison,Data,08/25/23,VT,0.578338591,Consolidated,0.370359048
Time Period Benchmark Comparison,Data,08/28/23,VT,0.825927862,Consolidated,0.409524343
Time Period Benchmark Comparison,Data,08/29/23,VT,1.347988387,Consolidated,0.665981669
Time Period Benchmark Comparison,Data,08/30/23,VT,0.245549417,Consolidated,-0.634997106
Time Period Benchmark Comparison,Data,08/31/23,VT,-0.255154113,Consolidated,-0.078046887
Time Period Benchmark Comparison,Data,09/01/23,VT,0.347897268,Consolidated,0.370651671
Time Period Benchmark Comparison,Data,09/04/23,VT,0,Consolidated,-0.014665361
Time Period Benchmark Comparison,Data,09/05/23,VT,-0.632201489,Consolidated,-0.388700039
Time Period Benchmark Comparison,Data,09/06/23,VT,-0.574653669,Consolidated,-0.535593277
Time Period Benchmark Comparison,Data,09/07/23,VT,-0.412839302,Consolidated,-0.591045824
Time Period Benchmark Comparison,Data,09/08/23,VT,0.041455073,Consolidated,0.142040263
Time Period Benchmark Comparison,Data,09/11/23,VT,0.808038952,Consolidated,0.464881515
Time Period Benchmark Comparison,Data,09/12/23,VT,-0.421333881,Consolidated,0.18859695
Time Period Benchmark Comparison,Data,09/13/23,VT,-0.113519092,Consolidated,-0.048449021
Time Period Benchmark Comparison,Data,09/14/23,VT,1.012501291,Consolidated,0.552873155
Time Period Benchmark Comparison,Data,09/15/23,VT,-0.828474992,Consolidated,-0.582716093
Time Period Benchmark Comparison,Data,09/18/23,VT,-0.118089934,Consolidated,-0.216144993
Time Period Benchmark Comparison,Data,09/19/23,VT,-0.186644546,Consolidated,0.075035678
Time Period Benchmark Comparison,Data,09/20/23,VT,-0.68564305,Consolidated,-0.505037071
Time Period Benchmark Comparison,Data,09/21/23,VT,-1.642259414,Consolidated,-0.926914384
Time Period Benchmark Comparison,Data,09/22/23,VT,-0.021269808,Consolidated,-0.548621521
